evolution_id,evolution_name,player_rank,name,name_zh,slug,rating,position,alternate_positions,popularity,player_url
55,The Big Fella,1,Ethan Ampadu,,ethan-ampadu,85,CB,CDM|RB,22,https://www.futbin.com/26/player/18626_57_49_55/ethan-ampadu
