evolution_id,name,name_zh,slug,date_range_start,date_range_end,exact_release_date,category,status,free,repeatable,url,popular_url,popular_status,popular_player_count
5,Intro to Evolutions,,intro-to-evolutions,2025-09-18,2026-02-14,,EVOLUTIONS,active,true,2,https://www.futbin.com/26/evolutions/5/intro-to-evolutions,https://www.futbin.com/26/popular/evolutions?evo_id=5,no-popular-players,0
6,Intro to Training Camp EVOs I,,intro-to-training-camp-evos-i,2025-09-18,2026-02-14,,TRAINING CAMP,active,true,true,https://www.futbin.com/26/evolutions/6/intro-to-training-camp-evos-i,https://www.futbin.com/26/popular/evolutions?evo_id=6,no-popular-players,0
7,Intro to Training Camp EVOs II,,intro-to-training-camp-evos-ii,2025-09-18,2026-02-14,,TRAINING CAMP,active,true,true,https://www.futbin.com/26/evolutions/7/intro-to-training-camp-evos-ii,https://www.futbin.com/26/popular/evolutions?evo_id=7,no-popular-players,0
8,Intro to Rewards EVOs,,intro-to-rewards-evos,2025-09-18,2026-02-14,,REWARDS,active,true,true,https://www.futbin.com/26/evolutions/8/intro-to-rewards-evos,https://www.futbin.com/26/popular/evolutions?evo_id=8,no-popular-players,0
9,Club Member Reward,,club-member-reward,2025-09-18,2026-02-14,,REWARDS,active,true,true,https://www.futbin.com/26/evolutions/9/club-member-reward,https://www.futbin.com/26/popular/evolutions?evo_id=9,no-popular-players,0
10,Rising Guard,,rising-guard,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,2,https://www.futbin.com/26/evolutions/10/rising-guard,https://www.futbin.com/26/popular/evolutions?evo_id=10,no-popular-players,0
11,Cover Athlete,,cover-athlete,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,true,https://www.futbin.com/26/evolutions/11/cover-athlete,https://www.futbin.com/26/popular/evolutions?evo_id=11,no-popular-players,0
12,The Debut,,the-debut,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,true,https://www.futbin.com/26/evolutions/12/the-debut,https://www.futbin.com/26/popular/evolutions?evo_id=12,no-popular-players,0
13,Striker’s Rise,,strikers-rise,2025-09-18,2026-02-14,,TRAINING CAMP,expired,true,true,https://www.futbin.com/26/evolutions/13/strikers-rise,https://www.futbin.com/26/popular/evolutions?evo_id=13,no-popular-players,0
14,Passing Prodigy,,passing-prodigy,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,2,https://www.futbin.com/26/evolutions/14/passing-prodigy,https://www.futbin.com/26/popular/evolutions?evo_id=14,no-popular-players,0
15,One Shot,,one-shot,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,2,https://www.futbin.com/26/evolutions/15/one-shot,https://www.futbin.com/26/popular/evolutions?evo_id=15,no-popular-players,0
16,Complete Connection,,complete-connection,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,true,https://www.futbin.com/26/evolutions/16/complete-connection,https://www.futbin.com/26/popular/evolutions?evo_id=16,no-popular-players,0
17,Relentless Pressure,,relentless-pressure,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,2,https://www.futbin.com/26/evolutions/17/relentless-pressure,https://www.futbin.com/26/popular/evolutions?evo_id=17,no-popular-players,0
18,Long Ball Pass,,long-ball-pass,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,true,https://www.futbin.com/26/evolutions/18/long-ball-pass,https://www.futbin.com/26/popular/evolutions?evo_id=18,no-popular-players,0
19,Footwork Phenom,,footwork-phenom,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,2,https://www.futbin.com/26/evolutions/19/footwork-phenom,https://www.futbin.com/26/popular/evolutions?evo_id=19,no-popular-players,0
20,Pinged Pass,,pinged-pass,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/20/pinged-pass,https://www.futbin.com/26/popular/evolutions?evo_id=20,no-popular-players,0
21,ST Advanced Forward+,,st-advanced-forward,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/21/st-advanced-forward,https://www.futbin.com/26/popular/evolutions?evo_id=21,no-popular-players,0
22,Whipped Pass+,,whipped-pass,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/22/whipped-pass,https://www.futbin.com/26/popular/evolutions?evo_id=22,no-popular-players,0
23,Cornerstones,,cornerstones,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/23/cornerstones,https://www.futbin.com/26/popular/evolutions?evo_id=23,no-popular-players,0
24,Iron Will,,iron-will,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,true,https://www.futbin.com/26/evolutions/24/iron-will,https://www.futbin.com/26/popular/evolutions?evo_id=24,no-popular-players,0
25,The Eighth King of Rome,,the-eighth-king-of-rome,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,true,https://www.futbin.com/26/evolutions/25/the-eighth-king-of-rome,https://www.futbin.com/26/popular/evolutions?evo_id=25,no-popular-players,0
26,CAM Upgrade,,cam-upgrade,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,2,https://www.futbin.com/26/evolutions/26/cam-upgrade,https://www.futbin.com/26/popular/evolutions?evo_id=26,no-popular-players,0
27,Sprint Boost,,sprint-boost,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,2,https://www.futbin.com/26/evolutions/27/sprint-boost,https://www.futbin.com/26/popular/evolutions?evo_id=27,no-popular-players,0
28,Cornerstones,,cornerstones,2025-09-18,2026-02-14,,COSMETICS,expired,,2,https://www.futbin.com/26/evolutions/28/cornerstones,https://www.futbin.com/26/popular/evolutions?evo_id=28,no-popular-players,0
29,Sideline Rise,,sideline-rise,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,true,https://www.futbin.com/26/evolutions/29/sideline-rise,https://www.futbin.com/26/popular/evolutions?evo_id=29,no-popular-players,0
30,Reflex Deflector,,reflex-deflector,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,2,https://www.futbin.com/26/evolutions/30/reflex-deflector,https://www.futbin.com/26/popular/evolutions?evo_id=30,no-popular-players,0
31,Backline Glow,,backline-glow,2025-09-18,2026-02-14,,EVOLUTIONS,expired,,true,https://www.futbin.com/26/evolutions/31/backline-glow,https://www.futbin.com/26/popular/evolutions?evo_id=31,no-popular-players,0
32,Ball Distributor,,ball-distributor,2025-09-18,2026-02-14,,EVOLUTIONS,expired,true,2,https://www.futbin.com/26/evolutions/32/ball-distributor,https://www.futbin.com/26/popular/evolutions?evo_id=32,no-popular-players,0
33,GK Boost,,gk-boost,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/33/gk-boost,https://www.futbin.com/26/popular/evolutions?evo_id=33,no-popular-players,0
34,Shadow Striker++,,shadow-striker,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/34/shadow-striker,https://www.futbin.com/26/popular/evolutions?evo_id=34,no-popular-players,0
35,Finesse Shot,,finesse-shot,2025-09-18,2026-02-14,,REWARDS,expired,true,true,https://www.futbin.com/26/evolutions/35/finesse-shot,https://www.futbin.com/26/popular/evolutions?evo_id=35,no-popular-players,0
